3,0,0,0,0,0,0,513.9817,487.1961,0.00852264,0.1330881,-0.007562312,0.01139387,-0.0001767767,0,-0.0001767767,0.2569067,0.1498295,0.3958504,0.1132352,0.1015577,0.1130241,2,0.1779416,0.03988567,1000,1000,1000
4,0,0,0,0,0,0,496.7991,498.3764,-0.001637844,-0.0004617921,0.02019273,0.02025961,-0.0002499851,0,-2.729288E-06,-0.0260863,0.1496549,0.3440935,0.1011503,0.1013802,0.1003242,2,-0.2194999,-0.02063689,1000,1000,1000
5,0,0,0,0,0,0,491.6363,493.647,-3.142123E-06,-6.346254E-08,2.060484E-07,0,-0.0002439432,0,5.469657E-05,-0.1978908,0.05000009,0.268814,0.1451358,0.100002,0.1039675,1,-0.08363766,-0.06353168,-1,-1,-1
5,0,0,-3.142123E-06,-6.346254E-08,2.060484E-07,0,505.1884,499.4113,-3.895536E-05,-0.01649828,1.570837,1.570837,-3.49254E-05,0,0.0002475484,-0.2749628,0.05,0.2873521,0.1016361,0.1000001,0.1016362,1,-0.6538317,-0.02620707,9,8,4
5,0,0,-3.895536E-05,-0.01649828,1.570837,1.570837,507.6783,498.0061,-6.342307E-07,-0.01649828,1.570797,1.570797,9.745554E-05,0,0.0002302225,-0.06858528,0.0500547,0.2769163,0.1048375,0.1018672,0.1034475,1,0.07680286,-0.0199205,-1,7,2.333333
5,0,0,-6.342307E-07,-0.01649828,1.570797,1.570796,504.5677,499.2901,-9.059199E-07,-0.01545166,2.778784E-07,0,-0.0001767767,0,-0.0001767767,-0.05096048,0.05000002,0.2773378,0.1015333,0.1000001,0.1015332,1,0.8391519,-3.281817E-05,9,16,4
5,0,0,-9.059199E-07,-0.01545166,2.778784E-07,0,500.6687,500.4762,-9.059199E-07,-0.01545166,2.778784E-07,0,-0.0001767767,0,-0.0001767767,-0.1662762,0.1500002,0.2778255,0.1015332,0.1000001,0.1015332,2,0.8391519,-3.281817E-05,600,616,123.2
6,0,0,0,0,0,0,487.1405,498.6495,-0.004862399,-0.0002162487,0.0068219,0.008372304,-0.0001767767,0,-0.0001767767,-0.3081708,0.1496301,0.331892,0.1008505,0.1011938,0.1003908,2,-0.1285945,-0.01350581,1000,1000,1000
7,0,0,0,0,0,0,493.5856,509.3538,0,0,0,0,0.0001767767,0,0.0001767767,-0.2419454,0.1498898,0.418491,0.1002999,0.1011412,0.1009356,2,-0.06414396,0.09353861,1000,1000,1000
8,0,0,0,0,0,0,520.9057,490.6317,0,0,0,0,-0.0001767767,0,-0.0001767767,0.1558566,0.149647,0.2899385,0.1006309,0.1008713,0.1002859,2,0.2090546,-0.09368476,1000,1000,1000
9,0,0,0,0,0,0,479.5852,513.8986,0.005391347,-0.0001890844,0.007648677,0.009354157,-0.0001767767,0,-0.0001767767,-0.1659273,0.1495781,0.3403664,0.1008014,0.1014451,0.1006568,2,-0.2041483,0.1389861,1000,1000,1000
10,0,0,0,0,0,0,482.2029,504.5565,0.007008098,0.0002757713,0.009634381,0.01191053,0.0001767767,0,0.0001767767,-0.2868834,0.1495529,0.3442082,0.1010327,0.1016291,0.1006848,2,-0.177971,0.04556357,1000,1000,1000
11,0,0,0,0,0,0,507.5343,509.4077,-1.893681E-06,-0.05893309,1.101047E-06,0,0.0001767767,0,0.0001767767,-0.03943801,0.05000038,0.4113005,0.1044535,0.1030838,0.1014266,1,0.09734986,-0.05963276,-1,-1,-1
11,0,0,-1.893681E-06,-0.05893309,1.101047E-06,0,504.3041,499.7267,-2.723187E-06,0.02236464,-1.570797,1.570797,-0.0001767767,0,-0.0001767767,-0.007667884,0.04999998,0.4146355,0.1022116,0.1000008,0.1022117,1,0.4718876,0.02947931,9,8,4
11,0,0,-2.723187E-06,0.02236464,-1.570797,1.570797,502.7198,499.5267,-2.723187E-06,0.02236464,-1.570797,1.570797,0.0001767767,0,0.0001767767,-0.133216,0.1498698,0.4138491,0.1025916,0.1005768,0.1024174,2,0.02719847,-0.004734706,800,808,269.3333
12,0,0,0,0,0,0,514.2524,509.1754,0.005102439,-0.0001395496,-0.005678925,0.007635026,-5.396715E-05,0,0.0002441056,0.08524302,0.1496787,0.49022,0.1006885,0.1011682,0.1005323,2,0.1425242,0.09175358,1000,1000,1000
13,0,0,0,0,0,0,514.9995,492.4591,-0.004650944,7.334988E-05,-0.009120261,0.0102365,0.0002453791,0,4.78448E-05,-0.1054277,0.149697,0.3400961,0.1008546,0.1013366,0.1005096,2,0.1499951,-0.0754085,1000,1000,1000
14,0,0,0,0,0,0,505.8251,511.3001,0,0,0,0,1.901318E-06,0,0.0002499928,0.1271728,0.1498445,0.4840964,0.100299,0.1008528,0.1005769,2,0.0606236,0.1169572,1000,1000,1000
15,0,0,0,0,0,0,520.2349,481.2391,-0.004790494,-0.04286411,-0.009161807,0.01033501,0.0001767767,0,0.0001767767,0.2864042,0.1495932,0.3359419,0.1050046,0.1016016,0.1049768,2,0.1112931,-0.1952943,1000,1000,1000
16,0,0,0,0,0,0,501.0193,493.9748,-1.893479E-07,-4.409961E-08,-7.177458E-07,0,-0.0001767767,0,-0.0001767767,-0.3158069,0.05007361,0.2211505,0.1006982,0.1023839,0.1029723,1,0.01019388,-0.06025223,-1,-1,-1
16,0,0,-1.893479E-07,-4.409961E-08,-7.177458E-07,0,504.7485,499.5707,-1.570796,0.06126032,0,1.570796,0.0001961131,0,-0.0001550473,-0.3142645,0.05,0.1892111,0.1059346,0.1000001,0.1059345,1,0.0576262,-0.4812829,9,8,4
16,0,0,-1.570796,0.06126032,0,1.570796,502.7831,503.8159,-1.570796,0.06126032,0,1.570796,0.0001095957,0,0.0002246971,-0.3153653,0.1497659,0.3231897,0.1065164,0.1006829,0.1060642,2,0.02782996,0.03816025,800,808,269.3333
17,0,0,0,0,0,0,523.0446,476.9983,-0.005033374,-0.0003328951,-0.006257363,0.008030727,0.0001767767,0,0.0001767767,0.1981764,0.1494917,0.2691168,0.1006347,0.1012791,0.1006943,2,0.2304455,-0.2300175,1000,1000,1000
18,0,0,0,0,0,0,520.0262,491.6984,-6.607256E-08,2.482841E-08,1.701044E-06,0,0.0001767767,0,0.0001767767,0.1374719,0.05006144,0.4272465,0.103444,0.1033276,0.1002012,1,0.2002614,-0.08301579,-1,-1,-1
18,0,0,-6.607256E-08,2.482841E-08,1.701044E-06,0,503.6628,500.1773,7.855706E-06,0.03038985,-1.570808,1.570808,-0.0001767767,0,-0.0001767767,0.1682436,0.05,0.4297612,0.1029926,0.1000003,0.1029924,1,0.4589244,0.004490938,9,8,4
18,0,0,7.855706E-06,0.03038985,-1.570808,1.570808,502.6872,499.7506,0.004969397,0.03028115,-1.581591,1.58159,-0.0001767767,0,-0.0001767767,0.04455733,0.1498082,0.4347672,0.10355,0.1007605,0.1031668,2,0.02686705,-0.002497065,800,808,269.3333
19,0,0,0,0,0,0,519.3626,489.3729,-0.003334278,-0.0002194445,-0.01368865,0.01408853,-0.0001767767,0,-0.0001767767,0.1138537,0.1496378,0.403052,0.1011704,0.1014981,0.1003861,2,0.1936264,-0.106271,1000,1000,1000
20,0,0,0,0,0,0,525.6629,482.2785,-0.006677078,-9.818314E-05,-0.01469905,0.01614302,-0.0001767767,0,-0.0001767767,0.1998246,0.1495158,0.336012,0.1015512,0.1021934,0.1006524,2,0.2566281,-0.1772145,1000,1000,1000
21,0,0,0,0,0,0,518.8381,490.1539,-0.003716175,-0.0001294296,-0.01337706,0.01388397,3.367923E-06,0,-0.0002499773,0.3267813,0.149676,0.3588991,0.1010143,0.1014085,0.1004166,2,0.1883814,-0.0984622,1000,1000,1000
22,0,0,0,0,0,0,493.101,491.8841,-0.00632341,-0.000247674,0.004596163,0.00781252,-0.0002230667,0,-0.0001128772,-0.2302373,0.1497095,0.3355787,0.1006102,0.1010821,0.1005257,2,-0.06898951,-0.08115943,1000,1000,1000
23,0,0,0,0,0,0,479.9167,502.3493,0,0,0,0,0.0001767767,0,0.0001767767,-0.217807,0.1496179,0.2802777,0.1008839,0.1012968,0.1004166,2,-0.2008332,0.02349312,1000,1000,1000
24,0,0,0,0,0,0,524.8502,481.0982,-6.581052E-06,-1.561025E-07,2.190845E-06,0,0.0001767767,0,0.0001767767,0.1300416,0.04996322,0.2976649,0.1077894,0.101453,0.1066396,1,0.2485006,-0.1890212,-1,-1,-1
24,0,0,-6.581052E-06,-1.561025E-07,2.190845E-06,0,503.0012,501.2721,9.3095E-06,0.09220942,-1.570806,1.570806,-0.0001767767,0,-0.0001767767,0.1602509,0.05,0.3078691,0.1087831,0.1000001,0.1087832,1,0.4298393,0.06877767,9,8,4
24,0,0,9.3095E-06,0.09220942,-1.570806,1.570806,503.0961,499.0574,9.3095E-06,0.09220942,-1.570806,1.570806,0.0001196648,0,-0.0002195002,0.0347078,0.1498314,0.3132568,0.108978,0.1005938,0.1091724,2,0.0309561,-0.009429563,800,808,269.3333
25,0,0,0,0,0,0,499.0762,513.3612,0,0,0,0,0.0001767767,0,0.0001767767,-0.2119143,0.1498814,0.4402924,0.1004452,0.1006498,0.1002311,2,-0.009240045,0.1336104,1000,1000,1000
26,0,0,0,0,0,0,527.923,486.3466,0,0,0,0,0.0001767767,0,0.0001767767,0.2874735,0.1495406,0.3099879,0.1020681,0.1022166,0.1003051,2,0.2792305,-0.1365345,1000,1000,1000
27,0,0,0,0,0,0,521.8612,486.2274,1.02615E-06,2.450229E-07,8.108289E-08,0,0.0001767767,0,0.0001767767,0.0882163,0.04995602,0.2878459,0.1297451,0.102078,0.1049443,1,0.218612,-0.1377249,-1,-1,-1
27,0,0,1.02615E-06,2.450229E-07,8.108289E-08,0,503.3645,500.7259,5.159527E-07,0.06232477,-1.570797,1.570797,-0.0001767767,0,-0.0001767767,0.1556552,0.04999999,0.2820016,0.1060344,0.1000001,0.1060344,1,0.6727302,0.01477692,9,8,4
27,0,0,5.159527E-07,0.06232477,-1.570797,1.570797,501.6046,500.0321,-0.003078614,0.0622503,-1.564829,1.564829,-0.0001767767,0,-0.0001767767,0.001977876,0.1499703,0.300673,0.1066596,0.1009328,0.1062921,2,0.01604553,0.0003212575,800,808,269.3333
28,0,0,0,0,0,0,486.4298,508.3161,0.004987929,-0.0001363538,0.004321384,0.006596328,-0.0001767767,0,-0.0001767767,-0.1687676,0.1498074,0.4329426,0.1004071,0.1009748,0.1005752,2,-0.1357028,0.0831574,1000,1000,1000
29,0,0,0,0,0,0,488.9035,507.2094,0.01110507,0.0004328889,0.009081972,0.01434429,-0.0002473331,0,3.641926E-05,-0.07041917,0.1496608,0.4126424,0.1006777,0.1015327,0.1009894,2,-0.1109656,0.0720918,1000,1000,1000
30,0,0,0,0,0,0,494.086,505.0222,0.01096117,0.0004064174,0.008634208,0.01395249,-0.0001767767,0,-0.0001767767,-0.1338577,0.149772,0.3763428,0.1004872,0.1011001,0.1007177,2,-0.05913926,0.05022169,1000,1000,1000
31,0,0,0,0,0,0,489.7242,498.897,0,0,0,0,2.070557E-05,0,-0.0002491411,-0.2240521,0.1497624,0.3202653,0.1001777,0.1006115,0.1004398,2,-0.1027578,-0.01103208,1000,1000,1000
32,0,0,0,0,0,0,500.0168,510.5718,0.01343838,-0.0001741707,-0.004340953,0.01412234,0.0001767767,0,0.0001767767,0.211183,0.1498885,0.3979819,0.10037,0.1013481,0.1010454,2,0.000168085,0.1057193,1000,1000,1000
33,0,0,0,0,0,0,500.0373,499.9395,0,0,0,0,0.0001767767,0,0.0001767767,-0.267821,0.1497178,0.2916099,0.1002355,0.1002365,0.1000066,2,0.0003728267,-0.0006046889,1000,1000,1000
34,0,0,0,0,0,0,518.9243,484.5211,-9.802854E-07,1.312546E-07,8.097054E-09,0,0.0001767767,0,0.0001767767,0.3666654,0.05,0.2820847,0.1009552,0.1000029,0.1009552,1,0.1892426,-0.1547897,-1,-1,-1
34,0,0,-9.802854E-07,1.312546E-07,8.097054E-09,0,503.4425,500.8417,-3.032386E-06,0.06176452,-1.570788,1.570788,0.0002477607,0,-3.338602E-05,0.3971386,0.04999978,0.2909772,0.1059827,0.1000011,0.1059821,1,0.4898294,0.05402543,9,8,4
34,0,0,-3.032386E-06,0.06176452,-1.570788,1.570788,502.7226,499.3119,-3.032386E-06,0.06176452,-1.570788,1.570788,-0.0001767767,0,-0.0001767767,0.2672358,0.149784,0.2922864,0.1064049,0.1006737,0.1062183,2,0.02722598,-0.0068801,800,808,269.3333
35,0,0,0,0,0,0,480.237,521.0914,0.00587088,-0.02133245,0.006220149,0.008548435,-0.0001767767,0,-0.0001767767,-0.0909493,0.1494716,0.4133921,0.1031362,0.1010439,0.1021255,2,-0.192214,-0.01319249,1000,1000,1000
36,0,0,0,0,0,0,531.3625,485.1456,0,0,0,0,-0.0001767767,0,-0.0001767767,0.2456792,0.1496175,0.3153763,0.1012171,0.1013346,0.1001246,2,0.3136258,-0.1485449,1000,1000,1000
